Average number of iterations: 96380.883
Median of last 9 normalized drift values: 6.232477389818525E-5
0 => drift 0.6016135588980268, normalized 7.520169486225335E-4
1 => drift 1.2515302759205198, normalized 0.0015663708084111636
2 => drift 2.363439110387849, normalized 0.002961703145849435
3 => drift 2.8894184938036225, normalized 0.0036253682481852227
4 => drift 2.8631178707224336, normalized 0.0035968817471387356
5 => drift 4.915151515151515, normalized 0.0061825805222031635
6 => drift 5.992727272727273, normalized 0.007547515456835356
7 => drift 4.253164556962025, normalized 0.005363385317732692
8 => drift 7.044943820224719, normalized 0.008895131086142323
9 => drift 5.592920353982301, normalized 0.007070695769889128
10 => drift NaN, normalized NaN
11 => drift NaN, normalized NaN
12 => drift NaN, normalized NaN
13 => drift NaN, normalized NaN
14 => drift NaN, normalized NaN
15 => drift NaN, normalized NaN
16 => drift NaN, normalized NaN
17 => drift NaN, normalized NaN
18 => drift NaN, normalized NaN
19 => drift NaN, normalized NaN
20 => drift NaN, normalized NaN
21 => drift NaN, normalized NaN
22 => drift NaN, normalized NaN
23 => drift NaN, normalized NaN
24 => drift NaN, normalized NaN
25 => drift NaN, normalized NaN
26 => drift NaN, normalized NaN
27 => drift NaN, normalized NaN
28 => drift NaN, normalized NaN
29 => drift NaN, normalized NaN
30 => drift NaN, normalized NaN
31 => drift NaN, normalized NaN
32 => drift NaN, normalized NaN
33 => drift NaN, normalized NaN
34 => drift NaN, normalized NaN
35 => drift NaN, normalized NaN
36 => drift NaN, normalized NaN
37 => drift NaN, normalized NaN
38 => drift NaN, normalized NaN
39 => drift NaN, normalized NaN
40 => drift NaN, normalized NaN
41 => drift NaN, normalized NaN
42 => drift NaN, normalized NaN
43 => drift NaN, normalized NaN
44 => drift NaN, normalized NaN
45 => drift NaN, normalized NaN
46 => drift NaN, normalized NaN
47 => drift NaN, normalized NaN
48 => drift NaN, normalized NaN
49 => drift NaN, normalized NaN
50 => drift NaN, normalized NaN
51 => drift NaN, normalized NaN
52 => drift NaN, normalized NaN
53 => drift NaN, normalized NaN
54 => drift NaN, normalized NaN
55 => drift NaN, normalized NaN
56 => drift NaN, normalized NaN
57 => drift NaN, normalized NaN
58 => drift NaN, normalized NaN
59 => drift NaN, normalized NaN
60 => drift NaN, normalized NaN
61 => drift NaN, normalized NaN
62 => drift NaN, normalized NaN
63 => drift NaN, normalized NaN
64 => drift NaN, normalized NaN
65 => drift NaN, normalized NaN
66 => drift NaN, normalized NaN
67 => drift NaN, normalized NaN
68 => drift NaN, normalized NaN
69 => drift NaN, normalized NaN
70 => drift NaN, normalized NaN
71 => drift NaN, normalized NaN
72 => drift NaN, normalized NaN
73 => drift NaN, normalized NaN
74 => drift NaN, normalized NaN
75 => drift NaN, normalized NaN
76 => drift NaN, normalized NaN
77 => drift NaN, normalized NaN
78 => drift NaN, normalized NaN
79 => drift NaN, normalized NaN
80 => drift NaN, normalized NaN
81 => drift NaN, normalized NaN
82 => drift NaN, normalized NaN
83 => drift NaN, normalized NaN
84 => drift NaN, normalized NaN
85 => drift NaN, normalized NaN
86 => drift NaN, normalized NaN
87 => drift NaN, normalized NaN
88 => drift NaN, normalized NaN
89 => drift NaN, normalized NaN
90 => drift NaN, normalized NaN
91 => drift NaN, normalized NaN
92 => drift NaN, normalized NaN
93 => drift NaN, normalized NaN
94 => drift NaN, normalized NaN
95 => drift NaN, normalized NaN
96 => drift NaN, normalized NaN
97 => drift NaN, normalized NaN
98 => drift NaN, normalized NaN
99 => drift NaN, normalized NaN
100 => drift NaN, normalized NaN
101 => drift NaN, normalized NaN
102 => drift NaN, normalized NaN
103 => drift NaN, normalized NaN
104 => drift NaN, normalized NaN
105 => drift NaN, normalized NaN
106 => drift NaN, normalized NaN
107 => drift NaN, normalized NaN
108 => drift NaN, normalized NaN
109 => drift NaN, normalized NaN
110 => drift NaN, normalized NaN
111 => drift NaN, normalized NaN
112 => drift NaN, normalized NaN
113 => drift NaN, normalized NaN
114 => drift NaN, normalized NaN
115 => drift NaN, normalized NaN
116 => drift NaN, normalized NaN
117 => drift NaN, normalized NaN
118 => drift NaN, normalized NaN
119 => drift NaN, normalized NaN
120 => drift NaN, normalized NaN
121 => drift NaN, normalized NaN
122 => drift NaN, normalized NaN
123 => drift NaN, normalized NaN
124 => drift NaN, normalized NaN
125 => drift NaN, normalized NaN
126 => drift NaN, normalized NaN
127 => drift NaN, normalized NaN
128 => drift NaN, normalized NaN
129 => drift NaN, normalized NaN
130 => drift NaN, normalized NaN
131 => drift NaN, normalized NaN
132 => drift NaN, normalized NaN
133 => drift NaN, normalized NaN
134 => drift NaN, normalized NaN
135 => drift NaN, normalized NaN
136 => drift NaN, normalized NaN
137 => drift NaN, normalized NaN
138 => drift NaN, normalized NaN
139 => drift NaN, normalized NaN
140 => drift NaN, normalized NaN
141 => drift NaN, normalized NaN
142 => drift NaN, normalized NaN
143 => drift NaN, normalized NaN
144 => drift NaN, normalized NaN
145 => drift NaN, normalized NaN
146 => drift NaN, normalized NaN
147 => drift NaN, normalized NaN
148 => drift NaN, normalized NaN
149 => drift NaN, normalized NaN
150 => drift NaN, normalized NaN
151 => drift NaN, normalized NaN
152 => drift NaN, normalized NaN
153 => drift NaN, normalized NaN
154 => drift NaN, normalized NaN
155 => drift NaN, normalized NaN
156 => drift NaN, normalized NaN
157 => drift NaN, normalized NaN
158 => drift NaN, normalized NaN
159 => drift NaN, normalized NaN
160 => drift NaN, normalized NaN
161 => drift NaN, normalized NaN
162 => drift NaN, normalized NaN
163 => drift NaN, normalized NaN
164 => drift NaN, normalized NaN
165 => drift NaN, normalized NaN
166 => drift NaN, normalized NaN
167 => drift NaN, normalized NaN
168 => drift NaN, normalized NaN
169 => drift NaN, normalized NaN
170 => drift NaN, normalized NaN
171 => drift NaN, normalized NaN
172 => drift NaN, normalized NaN
173 => drift NaN, normalized NaN
174 => drift NaN, normalized NaN
175 => drift NaN, normalized NaN
176 => drift NaN, normalized NaN
177 => drift NaN, normalized NaN
178 => drift NaN, normalized NaN
179 => drift NaN, normalized NaN
180 => drift NaN, normalized NaN
181 => drift NaN, normalized NaN
182 => drift NaN, normalized NaN
183 => drift NaN, normalized NaN
184 => drift NaN, normalized NaN
185 => drift NaN, normalized NaN
186 => drift NaN, normalized NaN
187 => drift NaN, normalized NaN
188 => drift NaN, normalized NaN
189 => drift NaN, normalized NaN
190 => drift NaN, normalized NaN
191 => drift NaN, normalized NaN
192 => drift NaN, normalized NaN
193 => drift NaN, normalized NaN
194 => drift NaN, normalized NaN
195 => drift NaN, normalized NaN
196 => drift NaN, normalized NaN
197 => drift NaN, normalized NaN
198 => drift NaN, normalized NaN
199 => drift NaN, normalized NaN
200 => drift NaN, normalized NaN
201 => drift NaN, normalized NaN
202 => drift NaN, normalized NaN
203 => drift NaN, normalized NaN
204 => drift NaN, normalized NaN
205 => drift NaN, normalized NaN
206 => drift NaN, normalized NaN
207 => drift NaN, normalized NaN
208 => drift NaN, normalized NaN
209 => drift NaN, normalized NaN
210 => drift NaN, normalized NaN
211 => drift NaN, normalized NaN
212 => drift NaN, normalized NaN
213 => drift NaN, normalized NaN
214 => drift NaN, normalized NaN
215 => drift NaN, normalized NaN
216 => drift NaN, normalized NaN
217 => drift NaN, normalized NaN
218 => drift NaN, normalized NaN
219 => drift NaN, normalized NaN
220 => drift NaN, normalized NaN
221 => drift NaN, normalized NaN
222 => drift NaN, normalized NaN
223 => drift NaN, normalized NaN
224 => drift NaN, normalized NaN
225 => drift NaN, normalized NaN
226 => drift NaN, normalized NaN
227 => drift NaN, normalized NaN
228 => drift NaN, normalized NaN
229 => drift NaN, normalized NaN
230 => drift NaN, normalized NaN
231 => drift NaN, normalized NaN
232 => drift NaN, normalized NaN
233 => drift NaN, normalized NaN
234 => drift NaN, normalized NaN
235 => drift NaN, normalized NaN
236 => drift NaN, normalized NaN
237 => drift NaN, normalized NaN
238 => drift NaN, normalized NaN
239 => drift NaN, normalized NaN
240 => drift NaN, normalized NaN
241 => drift NaN, normalized NaN
242 => drift NaN, normalized NaN
243 => drift NaN, normalized NaN
244 => drift NaN, normalized NaN
245 => drift NaN, normalized NaN
246 => drift NaN, normalized NaN
247 => drift NaN, normalized NaN
248 => drift NaN, normalized NaN
249 => drift NaN, normalized NaN
250 => drift NaN, normalized NaN
251 => drift NaN, normalized NaN
252 => drift NaN, normalized NaN
253 => drift NaN, normalized NaN
254 => drift NaN, normalized NaN
255 => drift NaN, normalized NaN
256 => drift NaN, normalized NaN
257 => drift NaN, normalized NaN
258 => drift NaN, normalized NaN
259 => drift NaN, normalized NaN
260 => drift NaN, normalized NaN
261 => drift NaN, normalized NaN
262 => drift NaN, normalized NaN
263 => drift NaN, normalized NaN
264 => drift NaN, normalized NaN
265 => drift NaN, normalized NaN
266 => drift NaN, normalized NaN
267 => drift NaN, normalized NaN
268 => drift NaN, normalized NaN
269 => drift NaN, normalized NaN
270 => drift NaN, normalized NaN
271 => drift NaN, normalized NaN
272 => drift NaN, normalized NaN
273 => drift NaN, normalized NaN
274 => drift NaN, normalized NaN
275 => drift NaN, normalized NaN
276 => drift NaN, normalized NaN
277 => drift NaN, normalized NaN
278 => drift NaN, normalized NaN
279 => drift NaN, normalized NaN
280 => drift NaN, normalized NaN
281 => drift NaN, normalized NaN
282 => drift NaN, normalized NaN
283 => drift NaN, normalized NaN
284 => drift NaN, normalized NaN
285 => drift NaN, normalized NaN
286 => drift NaN, normalized NaN
287 => drift NaN, normalized NaN
288 => drift NaN, normalized NaN
289 => drift NaN, normalized NaN
290 => drift NaN, normalized NaN
291 => drift NaN, normalized NaN
292 => drift NaN, normalized NaN
293 => drift 0.1, normalized 1.9723865877712034E-4
294 => drift 2.25, normalized 0.004446640316205534
295 => drift 1.0, normalized 0.0019801980198019802
296 => drift NaN, normalized NaN
297 => drift 0.1, normalized 1.9880715705765408E-4
298 => drift 0.25, normalized 4.9800796812749E-4
299 => drift 0.6, normalized 0.0011976047904191617
300 => drift 0.47368421052631576, normalized 9.473684210526315E-4
301 => drift 1.125, normalized 0.0022545090180360722
302 => drift 0.7142857142857143, normalized 0.001434308663224326
303 => drift 0.375, normalized 7.545271629778672E-4
304 => drift 0.5454545454545454, normalized 0.001099706744868035
305 => drift 0.52, normalized 0.0010505050505050506
306 => drift 0.3617021276595745, normalized 7.32190541821001E-4
307 => drift 0.35714285714285715, normalized 7.244277021153289E-4
308 => drift 0.32786885245901637, normalized 6.664001066240171E-4
309 => drift 0.3617021276595745, normalized 7.366642111192964E-4
310 => drift 0.38202247191011235, normalized 7.796376977757394E-4
311 => drift 0.3974358974358974, normalized 8.127523464946777E-4
312 => drift 0.39285714285714285, normalized 8.050351288056206E-4
313 => drift 0.5588235294117647, normalized 0.0011474815799009542
314 => drift 0.3333333333333333, normalized 6.858710562414266E-4
315 => drift 0.6470588235294118, normalized 0.0013341419041843542
316 => drift 0.5038759689922481, normalized 0.0010410660516368762
317 => drift 0.39634146341463417, normalized 8.205827399888906E-4
318 => drift 0.5256410256410257, normalized 0.0010905415469730823
319 => drift 0.5614973262032086, normalized 0.0011673541085305793
320 => drift 0.35135135135135137, normalized 7.31981981981982E-4
321 => drift 0.4090909090909091, normalized 8.54052002277472E-4
322 => drift 0.42857142857142855, normalized 8.965929468021517E-4
323 => drift 0.3991769547325103, normalized 8.368489617033759E-4
324 => drift 0.44751381215469616, normalized 9.401550675518826E-4
325 => drift 0.48424068767908307, normalized 0.0010194540793243853
326 => drift 0.5466321243523317, normalized 0.0011532323298572397
327 => drift 0.4195519348268839, normalized 8.870019763781901E-4
328 => drift 0.3903420523138833, normalized 8.269958735463629E-4
329 => drift 0.4723618090452261, normalized 0.0010028913143210745
330 => drift 0.44808743169398907, normalized 9.533775142425299E-4
331 => drift 0.36150845253576075, normalized 7.708069350442659E-4
332 => drift 0.4398148148148148, normalized 9.397752453308009E-4
333 => drift 0.41190765492102066, normalized 8.820292396595731E-4
334 => drift 0.44820065430752454, normalized 9.618039792006964E-4
335 => drift 0.38421052631578945, normalized 8.262591963780418E-4
336 => drift 0.39842983316977426, normalized 8.586849852796859E-4
337 => drift 0.42882882882882883, normalized 9.261961745763042E-4
338 => drift 0.4630281690140845, normalized 0.00100222547405646
339 => drift 0.37942122186495175, normalized 8.230395268220211E-4
340 => drift 0.40634218289085544, normalized 8.833525715018596E-4
341 => drift 0.3839218632607062, normalized 8.364310746420614E-4
342 => drift 0.3451104100946372, normalized 7.535161792459328E-4
343 => drift 0.36810551558752996, normalized 8.054825286379211E-4
344 => drift 0.39662921348314606, normalized 8.698009067612852E-4
345 => drift 0.3807285546415981, normalized 8.367660541573585E-4
346 => drift 0.3679606342263532, normalized 8.104859784721437E-4
